#Experiment_s	Run_s
SRX996325	SRR1975007
SRX995968	SRR1974650
SRX995969	SRR1974651
SRX995970	SRR1974652
SRX995971	SRR1974653
SRX995972	SRR1974654
SRX995973	SRR1974655
SRX995974	SRR1974656
SRX995975	SRR1974657
SRX995976	SRR1974658
SRX995977	SRR1974659
SRX995978	SRR1974660
SRX995979	SRR1974661
SRX995980	SRR1974662
SRX995981	SRR1974663
SRX995982	SRR1974664
SRX995983	SRR1974665
SRX995984	SRR1974666
SRX995985	SRR1974667
SRX995986	SRR1974668
SRX995987	SRR1974669
SRX995988	SRR1974670
SRX995989	SRR1974671
SRX995990	SRR1974672
SRX995991	SRR1974673
SRX995992	SRR1974674
SRX995993	SRR1974675
SRX995994	SRR1974676
SRX995995	SRR1974677
SRX995996	SRR1974678
SRX995997	SRR1974679
SRX995998	SRR1974680
SRX995999	SRR1974681
SRX996000	SRR1974682
SRX996001	SRR1974683
SRX996002	SRR1974684
SRX996003	SRR1974685
SRX996004	SRR1974686
SRX996005	SRR1974687
SRX996006	SRR1974688
SRX996007	SRR1974689
SRX996008	SRR1974690
SRX996009	SRR1974691
SRX996010	SRR1974692
SRX996011	SRR1974693
SRX996012	SRR1974694
SRX996013	SRR1974695
SRX996014	SRR1974696
SRX996015	SRR1974697
SRX996016	SRR1974698
SRX996017	SRR1974699
SRX996018	SRR1974700
SRX996019	SRR1974701
SRX996020	SRR1974702
SRX996021	SRR1974703
SRX996022	SRR1974704
SRX996023	SRR1974705
SRX996024	SRR1974706
SRX996025	SRR1974707
SRX996026	SRR1974708
SRX996027	SRR1974709
SRX996028	SRR1974710
SRX996029	SRR1974711
SRX996030	SRR1974712
SRX996031	SRR1974713
SRX996032	SRR1974714
SRX996033	SRR1974715
SRX996034	SRR1974716
SRX996035	SRR1974717
SRX996036	SRR1974718
SRX996037	SRR1974719
SRX996038	SRR1974720
SRX996039	SRR1974721
SRX996040	SRR1974722
SRX996041	SRR1974723
SRX996042	SRR1974724
SRX996043	SRR1974725
SRX996044	SRR1974726
SRX996045	SRR1974727
SRX996046	SRR1974728
SRX996047	SRR1974729
SRX996048	SRR1974730
SRX996049	SRR1974731
SRX996050	SRR1974732
SRX996068	SRR1974750
SRX996069	SRR1974751
SRX996070	SRR1974752
SRX996071	SRR1974753
SRX996072	SRR1974754
SRX996073	SRR1974755
SRX996074	SRR1974756
SRX996075	SRR1974757
SRX996076	SRR1974758
SRX996077	SRR1974759
SRX996078	SRR1974760
SRX996079	SRR1974761
SRX996080	SRR1974762
SRX996081	SRR1974763
SRX996082	SRR1974764
SRX996083	SRR1974765
SRX996084	SRR1974766
SRX996085	SRR1974767
SRX996086	SRR1974768
SRX996087	SRR1974769
SRX996088	SRR1974770
SRX996089	SRR1974771
SRX996090	SRR1974772
SRX996091	SRR1974773
SRX996092	SRR1974774
SRX996093	SRR1974775
SRX996094	SRR1974776
SRX996095	SRR1974777
SRX996096	SRR1974778
SRX996097	SRR1974779
SRX996098	SRR1974780
SRX996099	SRR1974781
SRX996100	SRR1974782
SRX996101	SRR1974783
SRX996102	SRR1974784
SRX996103	SRR1974785
SRX996104	SRR1974786
SRX996105	SRR1974787
SRX996106	SRR1974788
SRX996107	SRR1974789
SRX996108	SRR1974790
SRX996109	SRR1974791
SRX996110	SRR1974792
SRX996111	SRR1974793
SRX996112	SRR1974794
SRX996113	SRR1974795
SRX996114	SRR1974796
SRX996115	SRR1974797
SRX996116	SRR1974798
SRX996117	SRR1974799
SRX996118	SRR1974800
SRX996119	SRR1974801
SRX996120	SRR1974802
SRX996121	SRR1974803
SRX996122	SRR1974804
SRX996123	SRR1974805
SRX996124	SRR1974806
SRX996125	SRR1974807
SRX996126	SRR1974808
SRX996127	SRR1974809
SRX996128	SRR1974810
SRX996129	SRR1974811
SRX996130	SRR1974812
SRX996131	SRR1974813
SRX996132	SRR1974814
SRX996133	SRR1974815
SRX996134	SRR1974816
SRX996135	SRR1974817
SRX996136	SRR1974818
SRX996137	SRR1974819
SRX996138	SRR1974820
SRX996139	SRR1974821
SRX996140	SRR1974822
SRX996141	SRR1974823
SRX996142	SRR1974824
SRX996143	SRR1974825
SRX996144	SRR1974826
SRX996145	SRR1974827
SRX996146	SRR1974828
SRX996147	SRR1974829
SRX996148	SRR1974830
SRX996149	SRR1974831
SRX996150	SRR1974832
SRX996151	SRR1974833
SRX996152	SRR1974834
SRX996153	SRR1974835
SRX996154	SRR1974836
SRX996155	SRR1974837
SRX996156	SRR1974838
SRX996157	SRR1974839
SRX996158	SRR1974840
SRX995861	SRR1974543
SRX995862	SRR1974544
SRX995863	SRR1974545
SRX995864	SRR1974546
SRX995865	SRR1974547
SRX995866	SRR1974548
SRX995867	SRR1974549
SRX995868	SRR1974550
SRX995869	SRR1974551
SRX995870	SRR1974552
SRX995871	SRR1974553
SRX995872	SRR1974554
SRX995873	SRR1974555
SRX995874	SRR1974556
SRX995875	SRR1974557
SRX995876	SRR1974558
SRX995877	SRR1974559
SRX995878	SRR1974560
SRX995879	SRR1974561
SRX995880	SRR1974562
SRX995881	SRR1974563
SRX995882	SRR1974564
SRX995883	SRR1974565
SRX995884	SRR1974566
SRX995885	SRR1974567
SRX995886	SRR1974568
SRX995887	SRR1974569
SRX995888	SRR1974570
SRX995889	SRR1974571
SRX995890	SRR1974572
SRX995891	SRR1974573
SRX995892	SRR1974574
SRX995893	SRR1974575
SRX995894	SRR1974576
SRX995895	SRR1974577
SRX995896	SRR1974578
SRX995897	SRR1974579
SRX995898	SRR1974580
SRX995899	SRR1974581
SRX995900	SRR1974582
SRX995901	SRR1974583
SRX995902	SRR1974584
SRX995903	SRR1974585
SRX995904	SRR1974586
SRX995905	SRR1974587
SRX995906	SRR1974588
SRX995907	SRR1974589
SRX995908	SRR1974590
SRX995909	SRR1974591
SRX995910	SRR1974592
SRX995911	SRR1974593
SRX995912	SRR1974594
SRX995913	SRR1974595
SRX995914	SRR1974596
SRX995915	SRR1974597
SRX995916	SRR1974598
SRX995917	SRR1974599
SRX995918	SRR1974600
SRX995919	SRR1974601
SRX995920	SRR1974602
SRX995921	SRR1974603
SRX995922	SRR1974604
SRX995923	SRR1974605
SRX995924	SRR1974606
SRX995925	SRR1974607
SRX995926	SRR1974608
SRX995927	SRR1974609
SRX995928	SRR1974610
SRX995929	SRR1974611
SRX995930	SRR1974612
SRX995931	SRR1974613
SRX995932	SRR1974614
SRX995933	SRR1974615
SRX995934	SRR1974616
SRX995935	SRR1974617
SRX995936	SRR1974618
SRX995937	SRR1974619
SRX995938	SRR1974620
SRX995939	SRR1974621
SRX995940	SRR1974622
SRX995941	SRR1974623
SRX995942	SRR1974624
SRX995943	SRR1974625
SRX995944	SRR1974626
SRX995945	SRR1974627
SRX995946	SRR1974628
SRX995947	SRR1974629
SRX995948	SRR1974630
SRX995949	SRR1974631
SRX995950	SRR1974632
SRX995951	SRR1974633
SRX995952	SRR1974634
SRX995953	SRR1974635
SRX995954	SRR1974636
SRX995955	SRR1974637
SRX996051	SRR1974733
SRX996052	SRR1974734
SRX996053	SRR1974735
SRX996054	SRR1974736
SRX996055	SRR1974737
