#Experiment_s	Run_s
SRX1772607	SRR3541306
SRX1773200	SRR3541899
SRX1773201	SRR3541900
SRX1773202	SRR3541901
SRX1773203	SRR3541902
SRX1773204	SRR3541903
SRX1773205	SRR3541904
SRX1773206	SRR3541905
SRX1773207	SRR3541906
SRX1773208	SRR3541907
SRX1773209	SRR3541908
SRX1773210	SRR3541909
SRX1773211	SRR3541910
SRX1773212	SRR3541911
SRX1773213	SRR3541912
SRX1773214	SRR3541913
SRX1773215	SRR3541914
SRX1773216	SRR3541915
SRX1773217	SRR3541916
SRX1773218	SRR3541917
SRX1773219	SRR3541918
SRX1773220	SRR3541919
SRX1773221	SRR3541920
SRX1773222	SRR3541921
SRX1773223	SRR3541922
SRX1773224	SRR3541923
SRX1773225	SRR3541924
SRX1773226	SRR3541925
SRX1773227	SRR3541926
SRX1773228	SRR3541927
SRX1773229	SRR3541928
SRX1773230	SRR3541929
SRX1773231	SRR3541930
SRX1773232	SRR3541931
SRX1773233	SRR3541932
SRX1773234	SRR3541933
SRX1773235	SRR3541934
SRX1773236	SRR3541935
SRX1773237	SRR3541936
SRX1773238	SRR3541937
SRX1773239	SRR3541938
SRX1773240	SRR3541939
SRX1773241	SRR3541940
SRX1773242	SRR3541941
SRX1773243	SRR3541942
SRX1773244	SRR3541943
SRX1773245	SRR3541944
SRX1773246	SRR3541945
SRX1773247	SRR3541946
SRX1773248	SRR3541947
SRX1773249	SRR3541948
SRX1773250	SRR3541949
SRX1773251	SRR3541950
SRX1773252	SRR3541951
SRX1773253	SRR3541952
SRX1773254	SRR3541953
SRX1773255	SRR3541954
SRX1773256	SRR3541955
SRX1773257	SRR3541956
SRX1773258	SRR3541957
SRX1773259	SRR3541958
SRX1773260	SRR3541959
SRX1773261	SRR3541960
SRX1773262	SRR3541961
SRX1773263	SRR3541962
SRX1773264	SRR3541963
SRX1773265	SRR3541964
SRX1773266	SRR3541965
SRX1773267	SRR3541966
SRX1773268	SRR3541967
SRX1773269	SRR3541968
SRX1773270	SRR3541969
SRX1773271	SRR3541970
SRX1773272	SRR3541971
SRX1773273	SRR3541972
SRX1773274	SRR3541973
SRX1773275	SRR3541974
SRX1773276	SRR3541975
SRX1773277	SRR3541976
SRX1773278	SRR3541977
SRX1773279	SRR3541978
SRX1773280	SRR3541979
SRX1773281	SRR3541980
SRX1773282	SRR3541981
SRX1773283	SRR3541982
SRX1773284	SRR3541983
SRX1773285	SRR3541984
SRX1773286	SRR3541985
SRX1773287	SRR3541986
SRX1773288	SRR3541987
SRX1773289	SRR3541988
SRX1773290	SRR3541989
SRX1773291	SRR3541990
SRX1773292	SRR3541991
SRX1773293	SRR3541992
SRX1773294	SRR3541993
SRX1773295	SRR3541994
SRX1773296	SRR3541995
SRX1773297	SRR3541996
SRX1773298	SRR3541997
SRX1773299	SRR3541998
SRX1773300	SRR3541999
SRX1773301	SRR3542000
SRX1773302	SRR3542001
SRX1773303	SRR3542002
SRX1773304	SRR3542003
SRX1773305	SRR3542004
SRX1773306	SRR3542005
SRX1773307	SRR3542006
SRX1773308	SRR3542007
SRX1773309	SRR3542008
SRX1773310	SRR3542009
SRX1773311	SRR3542010
SRX1773312	SRR3542011
SRX1773313	SRR3542012
SRX1773314	SRR3542013
SRX1773315	SRR3542014
SRX1773316	SRR3542015
SRX1773317	SRR3542016
SRX1773318	SRR3542017
SRX1773319	SRR3542018
SRX1773320	SRR3542019
SRX1773321	SRR3542020
SRX1773322	SRR3542021
SRX1773323	SRR3542022
SRX1773324	SRR3542023
SRX1773325	SRR3542024
SRX1773326	SRR3542025
SRX1773327	SRR3542026
SRX1773328	SRR3542027
SRX1773329	SRR3542028
SRX1773330	SRR3542029
SRX1773331	SRR3542030
SRX1773332	SRR3542031
SRX1773333	SRR3542032
SRX1773334	SRR3542033
SRX1773335	SRR3542034
SRX1773336	SRR3542035
SRX1773337	SRR3542036
SRX1773338	SRR3542037
SRX1773339	SRR3542038
SRX1773340	SRR3542039
SRX1773341	SRR3542040
SRX1773342	SRR3542041
SRX1773343	SRR3542042
SRX1773344	SRR3542043
SRX1773345	SRR3542044
SRX1773346	SRR3542045
SRX1773347	SRR3542046
SRX1773348	SRR3542047
SRX1773349	SRR3542048
SRX1773350	SRR3542049
SRX1773351	SRR3542050
SRX1773352	SRR3542051
SRX1773353	SRR3542052
SRX1773354	SRR3542053
SRX1773355	SRR3542054
SRX1773356	SRR3542055
SRX1773357	SRR3542056
SRX1773358	SRR3542057
SRX1773359	SRR3542058
SRX1773360	SRR3542059
SRX1773361	SRR3542060
SRX1773362	SRR3542061
SRX1773363	SRR3542062
SRX1773364	SRR3542063
SRX1773365	SRR3542064
SRX1773366	SRR3542065
SRX1773367	SRR3542066
SRX1773368	SRR3542067
SRX1773369	SRR3542068
SRX1773370	SRR3542069
SRX1773371	SRR3542070
SRX1773372	SRR3542071
SRX1773373	SRR3542072
SRX1773374	SRR3542073
SRX1773375	SRR3542074
SRX1773376	SRR3542075
SRX1773377	SRR3542076
SRX1773378	SRR3542077
SRX1773379	SRR3542078
SRX1773380	SRR3542079
SRX1773381	SRR3542080
SRX1773382	SRR3542081
SRX1773383	SRR3542082
SRX1773384	SRR3542083
SRX1773385	SRR3542084
SRX1773386	SRR3542085
SRX1773387	SRR3542086
SRX1773388	SRR3542087
SRX1773389	SRR3542088
SRX1773390	SRR3542089
SRX1773391	SRR3542090
SRX1773392	SRR3542091
SRX1773393	SRR3542092
SRX1773394	SRR3542093
SRX1773395	SRR3542094
SRX1773396	SRR3542095
SRX1773397	SRR3542096
SRX1773398	SRR3542097
SRX1773399	SRR3542098
SRX1773400	SRR3542099
SRX1773401	SRR3542100
SRX1773402	SRR3542101
SRX1773403	SRR3542102
SRX1773404	SRR3542103
SRX1773405	SRR3542104
SRX1773406	SRR3542105
SRX1773407	SRR3542106
SRX1773408	SRR3542107
SRX1773409	SRR3542108
SRX1773410	SRR3542109
SRX1773411	SRR3542110
SRX1773412	SRR3542111
SRX1773413	SRR3542112
SRX1773414	SRR3542113
SRX1773415	SRR3542114
SRX1773416	SRR3542115
SRX1773417	SRR3542116
SRX1773418	SRR3542117
SRX1773419	SRR3542118
SRX1773420	SRR3542119
SRX1773421	SRR3542120
SRX1773422	SRR3542121
SRX1773423	SRR3542122
SRX1773424	SRR3542123
SRX1773425	SRR3542124
SRX1773426	SRR3542125
SRX1773427	SRR3542126
SRX1773428	SRR3542127
SRX1773429	SRR3542128
SRX1773430	SRR3542129
SRX1773431	SRR3542130
SRX1773432	SRR3542131
SRX1773433	SRR3542132
SRX1773434	SRR3542133
SRX1773435	SRR3542134
SRX1773436	SRR3542135
SRX1773437	SRR3542136
SRX1773438	SRR3542137
SRX1773439	SRR3542138
SRX1773440	SRR3542139
SRX1773441	SRR3542140
SRX1773442	SRR3542141
SRX1773443	SRR3542142
SRX1773444	SRR3542143
SRX1773445	SRR3542144
SRX1773446	SRR3542145
SRX1773447	SRR3542146
SRX1773448	SRR3542147
SRX1773449	SRR3542148
SRX1773450	SRR3542149
SRX1773451	SRR3542150
SRX1773452	SRR3542151
SRX1773453	SRR3542152
SRX1773454	SRR3542153
SRX1773455	SRR3542154
SRX1773456	SRR3542155
SRX1773457	SRR3542156
SRX1773458	SRR3542157
SRX1773459	SRR3542158
SRX1773460	SRR3542159
SRX1773461	SRR3542160
SRX1773462	SRR3542161
SRX1773463	SRR3542162
SRX1773464	SRR3542163
SRX1773465	SRR3542164
SRX1773466	SRR3542165
SRX1773467	SRR3542166
SRX1773468	SRR3542167
SRX1773469	SRR3542168
SRX1773470	SRR3542169
SRX1773471	SRR3542170
SRX1773472	SRR3542171
SRX1773473	SRR3542172
SRX1773474	SRR3542173
SRX1773475	SRR3542174
SRX1773476	SRR3542175
SRX1773477	SRR3542176
SRX1773478	SRR3542177
SRX1773479	SRR3542178
SRX1773480	SRR3542179
SRX1773481	SRR3542180
SRX1773482	SRR3542181
SRX1773483	SRR3542182
SRX1773484	SRR3542183
SRX1773485	SRR3542184
SRX1773486	SRR3542185
SRX1773487	SRR3542186
SRX1773488	SRR3542187
SRX1773489	SRR3542188
SRX1773490	SRR3542189
SRX1773491	SRR3542190
SRX1773492	SRR3542191
SRX1773493	SRR3542192
SRX1773494	SRR3542193
SRX1773495	SRR3542194
SRX1773496	SRR3542195
SRX1773497	SRR3542196
SRX1773498	SRR3542197
SRX1773499	SRR3542198
SRX1773500	SRR3542199
SRX1773501	SRR3542200
SRX1773502	SRR3542201
SRX1773503	SRR3542202
SRX1773504	SRR3542203
SRX1773505	SRR3542204
SRX1773506	SRR3542205
SRX1773507	SRR3542206
SRX1773508	SRR3542207
SRX1773509	SRR3542208
SRX1773510	SRR3542209
SRX1773511	SRR3542210
SRX1773512	SRR3542211
SRX1773513	SRR3542212
SRX1773514	SRR3542213
SRX1773515	SRR3542214
SRX1773516	SRR3542215
SRX1773517	SRR3542216
SRX1773518	SRR3542217
SRX1773519	SRR3542218
SRX1773520	SRR3542219
SRX1773521	SRR3542220
SRX1773522	SRR3542221
SRX1773523	SRR3542222
SRX1773524	SRR3542223
SRX1773525	SRR3542224
SRX1773526	SRR3542225
SRX1773527	SRR3542226
SRX1773528	SRR3542227
SRX1773529	SRR3542228
SRX1773530	SRR3542229
SRX1773531	SRR3542230
SRX1773532	SRR3542231
SRX1773533	SRR3542232
SRX1773534	SRR3542233
SRX1773535	SRR3542234
SRX1773536	SRR3542235
SRX1773537	SRR3542236
SRX1773538	SRR3542237
SRX1773539	SRR3542238
SRX1773540	SRR3542239
SRX1773541	SRR3542240
SRX1773542	SRR3542241
SRX1773543	SRR3542242
SRX1773544	SRR3542243
SRX1773545	SRR3542244
SRX1773546	SRR3542245
SRX1773547	SRR3542246
SRX1773548	SRR3542247
SRX1773549	SRR3542248
SRX1773550	SRR3542249
SRX1773551	SRR3542250
SRX1773552	SRR3542251
SRX1773553	SRR3542252
SRX1773554	SRR3542253
SRX1773555	SRR3542254
SRX1773556	SRR3542255
SRX1773557	SRR3542256
SRX1773558	SRR3542257
SRX1773559	SRR3542258
SRX1773560	SRR3542259
SRX1773561	SRR3542260
SRX1773562	SRR3542261
SRX1773563	SRR3542262
SRX1773564	SRR3542263
SRX1773565	SRR3542264
SRX1773566	SRR3542265
SRX1773567	SRR3542266
SRX1773568	SRR3542267
SRX1773569	SRR3542268
SRX1773570	SRR3542269
SRX1773571	SRR3542270
SRX1773572	SRR3542271
SRX1773573	SRR3542272
SRX1773574	SRR3542273
SRX1773575	SRR3542274
SRX1773576	SRR3542275
SRX1773577	SRR3542276
SRX1773578	SRR3542277
SRX1773579	SRR3542278
SRX1773580	SRR3542279
SRX1773581	SRR3542280
SRX1773582	SRR3542281
SRX1773583	SRR3542282
SRX1773584	SRR3542283
SRX1773585	SRR3542284
SRX1773586	SRR3542285
SRX1773587	SRR3542286
SRX1773588	SRR3542287
SRX1773589	SRR3542288
SRX1773590	SRR3542289
SRX1773591	SRR3542290
SRX1773592	SRR3542291
SRX1773593	SRR3542292
SRX1773594	SRR3542293
SRX1773595	SRR3542294
SRX1773596	SRR3542295
SRX1773597	SRR3542296
SRX1773598	SRR3542297
SRX1773599	SRR3542298
SRX1773600	SRR3542299
