#Experiment_s	Run_s
SRX2044589	SRR4055063
SRX2044693	SRR4055168
SRX2044694	SRR4055169
SRX2044695	SRR4055170
SRX2044696	SRR4055171
SRX2044697	SRR4055172
SRX2044698	SRR4055173
SRX2044699	SRR4055174
SRX2044700	SRR4055175
SRX2044701	SRR4055176
SRX2044702	SRR4055177
SRX2044703	SRR4055178
SRX2044704	SRR4055179
SRX2044705	SRR4055180
SRX2044706	SRR4055181
SRX2044707	SRR4055182
SRX2044708	SRR4055184
SRX2044709	SRR4055185
SRX2044710	SRR4055186
SRX2044711	SRR4055187
SRX2044712	SRR4055188
SRX2044713	SRR4055189
SRX2044714	SRR4055190
SRX2044715	SRR4055191
SRX2044716	SRR4055192
SRX2044717	SRR4055193
SRX2044718	SRR4055194
SRX2044719	SRR4055195
SRX2044720	SRR4055196
SRX2044720	SRR4055197
SRX2044721	SRR4055198
SRX2044721	SRR4055199
SRX2044722	SRR4055200
SRX2044722	SRR4055201
SRX2044723	SRR4055202
SRX2044723	SRR4055203
SRX2044724	SRR4055204
SRX2044724	SRR4055205
SRX2044725	SRR4055206
SRX2044725	SRR4055207
SRX2044726	SRR4055208
SRX2044726	SRR4055209
SRX2044727	SRR4055210
SRX2044727	SRR4055211
SRX2044728	SRR4055212
SRX2044728	SRR4055213
SRX2044729	SRR4055214
SRX2044729	SRR4055215
SRX2044730	SRR4055216
SRX2044730	SRR4055217
SRX2044731	SRR4055218
SRX2044731	SRR4055219
SRX2044732	SRR4055220
SRX2044732	SRR4055221
SRX2044733	SRR4055222
SRX2044733	SRR4055223
SRX2044734	SRR4055224
SRX2044734	SRR4055225
SRX2044735	SRR4055226
SRX2044735	SRR4055227
SRX2044736	SRR4055228
SRX2044736	SRR4055229
SRX2044737	SRR4055230
SRX2044737	SRR4055231
SRX2044738	SRR4055232
SRX2044738	SRR4055233
SRX2044739	SRR4055234
SRX2044739	SRR4055235
SRX2044740	SRR4055236
SRX2044740	SRR4055237
SRX2044741	SRR4055238
SRX2044741	SRR4055239
SRX2044742	SRR4055240
SRX2044742	SRR4055241
SRX2044743	SRR4055242
SRX2044743	SRR4055243
SRX2044744	SRR4055244
SRX2044744	SRR4055245
SRX2044745	SRR4055246
SRX2044745	SRR4055247
SRX2044746	SRR4055248
SRX2044746	SRR4055249
SRX2044747	SRR4055250
SRX2044747	SRR4055251
SRX2044748	SRR4055252
SRX2044748	SRR4055253
SRX2044749	SRR4055254
SRX2044749	SRR4055255
SRX2044750	SRR4055256
SRX2044750	SRR4055257
SRX2044751	SRR4055258
SRX2044751	SRR4055259
SRX2044752	SRR4055260
SRX2044752	SRR4055261
SRX2044753	SRR4055262
SRX2044753	SRR4055263
SRX2044754	SRR4055264
SRX2044754	SRR4055265
SRX2044755	SRR4055266
SRX2044755	SRR4055267
SRX2044756	SRR4055268
SRX2044756	SRR4055269
SRX2044757	SRR4055270
SRX2044757	SRR4055271
SRX2044758	SRR4055272
SRX2044758	SRR4055273
SRX2044759	SRR4055274
SRX2044759	SRR4055275
SRX2044760	SRR4055276
SRX2044760	SRR4055277
SRX2044761	SRR4055278
SRX2044761	SRR4055279
SRX2044762	SRR4055280
SRX2044762	SRR4055281
SRX2044763	SRR4055282
SRX2044763	SRR4055283
SRX2044764	SRR4055284
SRX2044764	SRR4055285
SRX2044765	SRR4055286
SRX2044765	SRR4055287
SRX2044766	SRR4055288
SRX2044766	SRR4055289
SRX2044767	SRR4055290
SRX2044767	SRR4055291
SRX2044768	SRR4055292
SRX2044768	SRR4055293
SRX2044769	SRR4055294
SRX2044769	SRR4055295
SRX2044770	SRR4055296
SRX2044770	SRR4055297
SRX2044771	SRR4055298
SRX2044771	SRR4055299
SRX2044772	SRR4055300
SRX2044772	SRR4055301
SRX2044773	SRR4055302
SRX2044773	SRR4055303
SRX2044774	SRR4055304
SRX2044774	SRR4055305
SRX2044775	SRR4055306
SRX2044775	SRR4055307
SRX2044776	SRR4055308
SRX2044776	SRR4055309
SRX2044777	SRR4055310
SRX2044777	SRR4055311
SRX2044778	SRR4055312
SRX2044778	SRR4055313
SRX2044779	SRR4055314
SRX2044779	SRR4055315
SRX2044780	SRR4055317
SRX2044780	SRR4055318
SRX2044781	SRR4055319
SRX2044781	SRR4055320
SRX2044782	SRR4055321
SRX2044782	SRR4055322
SRX2044783	SRR4055323
SRX2044783	SRR4055324
SRX2044784	SRR4055325
SRX2044784	SRR4055326
SRX2044785	SRR4055327
SRX2044785	SRR4055328
SRX2044786	SRR4055329
SRX2044786	SRR4055330
SRX2044787	SRR4055331
SRX2044787	SRR4055332
SRX2044788	SRR4055333
SRX2044788	SRR4055334
SRX2044789	SRR4055335
SRX2044789	SRR4055336
SRX2044790	SRR4055337
SRX2044790	SRR4055338
SRX2044791	SRR4055339
SRX2044791	SRR4055340
SRX2044792	SRR4055341
SRX2044792	SRR4055342
SRX2044793	SRR4055343
SRX2044793	SRR4055344
SRX2044794	SRR4055345
SRX2044794	SRR4055346
SRX2044795	SRR4055347
SRX2044795	SRR4055348
SRX2044796	SRR4055349
SRX2044796	SRR4055350
SRX2044797	SRR4055351
SRX2044797	SRR4055352
SRX2044798	SRR4055353
SRX2044798	SRR4055354
SRX2044799	SRR4055355
SRX2044799	SRR4055356
SRX2044800	SRR4055357
SRX2044800	SRR4055358
SRX2044801	SRR4055359
SRX2044801	SRR4055360
SRX2044802	SRR4055361
SRX2044802	SRR4055362
SRX2044803	SRR4055363
SRX2044803	SRR4055364
SRX2044804	SRR4055365
SRX2044804	SRR4055366
SRX2044805	SRR4055367
SRX2044805	SRR4055368
SRX2044806	SRR4055369
SRX2044806	SRR4055370
SRX2044807	SRR4055371
SRX2044807	SRR4055372
SRX2044808	SRR4055373
SRX2044808	SRR4055374
SRX2044809	SRR4055375
SRX2044809	SRR4055376
SRX2044810	SRR4055377
SRX2044810	SRR4055378
SRX2044811	SRR4055379
SRX2044811	SRR4055380
SRX2044812	SRR4055381
SRX2044812	SRR4055382
SRX2044813	SRR4055383
SRX2044813	SRR4055384
SRX2044814	SRR4055385
SRX2044814	SRR4055386
SRX2044815	SRR4055387
SRX2044815	SRR4055388
SRX2044816	SRR4055389
SRX2044816	SRR4055390
SRX2044817	SRR4055391
SRX2044817	SRR4055392
SRX2044818	SRR4055393
SRX2044818	SRR4055394
SRX2044819	SRR4055395
SRX2044819	SRR4055396
SRX2044820	SRR4055397
SRX2044820	SRR4055398
SRX2044821	SRR4055399
SRX2044821	SRR4055400
SRX2044822	SRR4055401
SRX2044822	SRR4055402
SRX2044823	SRR4055403
SRX2044823	SRR4055404
SRX2044824	SRR4055405
SRX2044824	SRR4055406
SRX2044825	SRR4055407
SRX2044825	SRR4055408
SRX2044826	SRR4055409
SRX2044826	SRR4055410
SRX2044827	SRR4055411
SRX2044827	SRR4055412
SRX2044828	SRR4055413
SRX2044828	SRR4055414
SRX2044829	SRR4055415
SRX2044829	SRR4055416
SRX2044830	SRR4055417
SRX2044830	SRR4055418
SRX2044831	SRR4055419
SRX2044831	SRR4055420
SRX2044832	SRR4055421
SRX2044832	SRR4055422
SRX2044833	SRR4055423
SRX2044833	SRR4055424
SRX2044834	SRR4055425
SRX2044834	SRR4055426
SRX2044835	SRR4055427
SRX2044835	SRR4055428
SRX2044836	SRR4055429
SRX2044836	SRR4055430
SRX2044837	SRR4055431
SRX2044837	SRR4055432
SRX2044838	SRR4055433
SRX2044838	SRR4055434
SRX2044839	SRR4055435
SRX2044839	SRR4055436
SRX2044840	SRR4055437
SRX2044840	SRR4055438
SRX2044841	SRR4055439
SRX2044841	SRR4055440
SRX2044842	SRR4055441
SRX2044842	SRR4055442
SRX2044843	SRR4055443
SRX2044843	SRR4055444
SRX2044844	SRR4055445
SRX2044844	SRR4055446
SRX2044845	SRR4055447
SRX2044845	SRR4055448
SRX2044846	SRR4055449
SRX2044846	SRR4055450
SRX2044847	SRR4055451
SRX2044847	SRR4055452
SRX2044848	SRR4055453
SRX2044848	SRR4055454
SRX2044849	SRR4055455
SRX2044849	SRR4055456
SRX2044850	SRR4055457
SRX2044850	SRR4055458
SRX2044851	SRR4055459
SRX2044851	SRR4055460
SRX2044852	SRR4055461
SRX2044852	SRR4055462
SRX2044853	SRR4055463
SRX2044853	SRR4055464
SRX2044854	SRR4055465
SRX2044854	SRR4055466
SRX2044855	SRR4055467
SRX2044855	SRR4055468
SRX2044856	SRR4055469
SRX2044856	SRR4055470
SRX2044857	SRR4055471
SRX2044857	SRR4055472
SRX2044858	SRR4055473
SRX2044858	SRR4055474
SRX2044859	SRR4055475
SRX2044859	SRR4055476
SRX2044860	SRR4055477
SRX2044860	SRR4055478
SRX2044861	SRR4055479
SRX2044861	SRR4055481
SRX2044862	SRR4055482
SRX2044862	SRR4055483
SRX2044863	SRR4055484
SRX2044863	SRR4055485
SRX2044864	SRR4055486
SRX2044864	SRR4055487
SRX2044865	SRR4055488
SRX2044865	SRR4055489
SRX2044866	SRR4055490
SRX2044866	SRR4055491
SRX2044867	SRR4055492
SRX2044867	SRR4055493
SRX2044868	SRR4055494
SRX2044868	SRR4055495
SRX2044869	SRR4055496
SRX2044869	SRR4055497
SRX2044870	SRR4055498
SRX2044871	SRR4055499
SRX2044872	SRR4055500
SRX2044873	SRR4055501
SRX2044874	SRR4055502
SRX2044875	SRR4055503
SRX2044876	SRR4055504
SRX2044877	SRR4055505
SRX2044878	SRR4055506
SRX2044879	SRR4055507
SRX2044880	SRR4055508
SRX2044881	SRR4055509
SRX2044882	SRR4055510
SRX2044883	SRR4055511
SRX2044884	SRR4055512
SRX2044885	SRR4055513
SRX2044886	SRR4055514
SRX2044887	SRR4055515
SRX2044888	SRR4055516
SRX2044889	SRR4055517
SRX2044890	SRR4055518
SRX2044891	SRR4055519
SRX2044892	SRR4055520
SRX2044893	SRR4055521
SRX2044894	SRR4055522
SRX2044895	SRR4055523
SRX2044896	SRR4055524
SRX2044897	SRR4055525
SRX2044898	SRR4055526
SRX2044899	SRR4055527
SRX2044900	SRR4055528
SRX2044901	SRR4055529
SRX2044902	SRR4055530
SRX2044903	SRR4055531
SRX2044904	SRR4055532
SRX2044905	SRR4055533
SRX2044906	SRR4055534
SRX2044907	SRR4055535
SRX2044908	SRR4055536
SRX2044909	SRR4055537
SRX2044910	SRR4055538
SRX2044911	SRR4055539
SRX2044912	SRR4055540
SRX2044913	SRR4055541
SRX2044914	SRR4055542
SRX2044915	SRR4055543
SRX2044916	SRR4055544
SRX2044917	SRR4055545
SRX2044918	SRR4055546
SRX2044919	SRR4055547
SRX2044920	SRR4055548
SRX2044921	SRR4055549
SRX2044922	SRR4055550
SRX2044923	SRR4055551
SRX2044924	SRR4055552
SRX2044925	SRR4055553
SRX2044926	SRR4055554
SRX2044927	SRR4055555
SRX2044928	SRR4055556
SRX2044929	SRR4055557
SRX2044930	SRR4055558
SRX2044931	SRR4055559
SRX2044932	SRR4055560
SRX2044933	SRR4055561
SRX2044934	SRR4055562
SRX2044935	SRR4055563
SRX2044936	SRR4055564
SRX2044937	SRR4055565
SRX2044938	SRR4055566
SRX2044939	SRR4055567
SRX2044940	SRR4055568
SRX2044941	SRR4055569
SRX2044942	SRR4055570
SRX2044943	SRR4055571
SRX2044944	SRR4055572
SRX2044945	SRR4055573
SRX2044946	SRR4055574
SRX2044947	SRR4055575
SRX2044948	SRR4055576
SRX2044949	SRR4055577
SRX2044950	SRR4055578
SRX2044951	SRR4055579
SRX2044952	SRR4055580
SRX2044953	SRR4055581
SRX2044954	SRR4055582
SRX2044955	SRR4055583
SRX2044956	SRR4055584
SRX2044957	SRR4055585
SRX2044958	SRR4055586
SRX2044959	SRR4055587
SRX2044960	SRR4055588
SRX2044961	SRR4055589
SRX2044962	SRR4055590
SRX2044963	SRR4055591
SRX2044964	SRR4055592
SRX2044965	SRR4055593
SRX2044966	SRR4055594
SRX2044967	SRR4055595
SRX2044968	SRR4055596
SRX2044969	SRR4055597
SRX2044970	SRR4055598
SRX2044971	SRR4055599
SRX2044972	SRR4055600
SRX2044973	SRR4055601
SRX2044974	SRR4055602
SRX2044975	SRR4055603
SRX2044976	SRR4055604
SRX2044977	SRR4055605
SRX2044978	SRR4055606
SRX2044979	SRR4055607
SRX2044980	SRR4055608
SRX2044981	SRR4055609
SRX2044982	SRR4055610
SRX2044983	SRR4055611
SRX2044984	SRR4055612
SRX2044985	SRR4055613
SRX2044986	SRR4055614
SRX2044987	SRR4055615
SRX2044988	SRR4055616
SRX2044989	SRR4055617
SRX2044990	SRR4055618
SRX2044991	SRR4055619
SRX2044992	SRR4055620
SRX2044993	SRR4055621
SRX2044994	SRR4055622
SRX2044995	SRR4055623
SRX2044996	SRR4055624
SRX2044997	SRR4055625
SRX2044998	SRR4055626
SRX2044999	SRR4055627
SRX2045000	SRR4055628
SRX2045001	SRR4055629
SRX2045002	SRR4055630
SRX2045003	SRR4055632
SRX2045004	SRR4055633
SRX2045005	SRR4055634
SRX2045006	SRR4055635
SRX2045007	SRR4055636
SRX2045008	SRR4055637
SRX2045009	SRR4055638
SRX2045010	SRR4055639
SRX2045011	SRR4055640
SRX2045012	SRR4055641
SRX2045013	SRR4055642
SRX2045014	SRR4055643
SRX2045015	SRR4055644
SRX2045016	SRR4055645
SRX2045017	SRR4055646
SRX2045018	SRR4055647
SRX2045019	SRR4055648
SRX2045020	SRR4055649
SRX2045021	SRR4055650
SRX2045022	SRR4055651
SRX2045023	SRR4055652
SRX2045024	SRR4055653
SRX2045025	SRR4055654
SRX2045026	SRR4055655
SRX2045027	SRR4055656
SRX2045028	SRR4055657
SRX2045029	SRR4055658
SRX2045030	SRR4055659
SRX2045031	SRR4055660
SRX2045032	SRR4055661
SRX2045033	SRR4055662
SRX2045034	SRR4055663
SRX2045035	SRR4055664
SRX2045036	SRR4055665
SRX2045037	SRR4055666
SRX2045038	SRR4055667
SRX2045039	SRR4055668
SRX2045040	SRR4055669
SRX2045041	SRR4055670
SRX2045042	SRR4055671
SRX2045043	SRR4055672
SRX2045044	SRR4055673
SRX2045045	SRR4055674
SRX2045046	SRR4055675
SRX2045047	SRR4055676
SRX2045048	SRR4055677
SRX2045049	SRR4055678
SRX2045050	SRR4055679
SRX2045051	SRR4055680
SRX2045052	SRR4055681
SRX2045053	SRR4055682
SRX2045054	SRR4055683
SRX2045055	SRR4055684
SRX2045056	SRR4055685
SRX2045057	SRR4055686
SRX2045058	SRR4055687
SRX2045059	SRR4055688
SRX2045060	SRR4055689
SRX2045061	SRR4055690
SRX2045062	SRR4055691
SRX2045063	SRR4055692
SRX2045064	SRR4055693
SRX2045065	SRR4055694
SRX2045066	SRR4055695
SRX2045067	SRR4055696
SRX2045068	SRR4055697
SRX2045069	SRR4055698
SRX2045070	SRR4055699
SRX2045071	SRR4055700
SRX2045072	SRR4055701
SRX2045073	SRR4055702
SRX2045074	SRR4055703
SRX2045075	SRR4055704
SRX2045076	SRR4055705
SRX2045077	SRR4055706
SRX2045078	SRR4055707
SRX2045079	SRR4055708
SRX2045080	SRR4055709
SRX2045081	SRR4055710
SRX2045082	SRR4055711
SRX2045083	SRR4055712
SRX2045084	SRR4055713
SRX2045085	SRR4055714
SRX2045086	SRR4055715
SRX2045087	SRR4055716
SRX2045088	SRR4055717
SRX2045089	SRR4055718
SRX2045090	SRR4055719
SRX2045091	SRR4055720
SRX2045092	SRR4055721
SRX2045093	SRR4055722
SRX2045094	SRR4055723
SRX2045095	SRR4055724
SRX2045096	SRR4055725
SRX2045097	SRR4055726
SRX2045098	SRR4055727
SRX2045099	SRR4055728
SRX2045100	SRR4055729
SRX2045101	SRR4055730
SRX2045102	SRR4055731
SRX2045103	SRR4055732
SRX2045104	SRR4055733
SRX2045105	SRR4055734
SRX2045106	SRR4055735
SRX2045107	SRR4055736
SRX2045108	SRR4055737
SRX2045109	SRR4055738
SRX2045110	SRR4055739
SRX2045111	SRR4055740
SRX2045112	SRR4055741
SRX2045113	SRR4055742
SRX2045114	SRR4055743
SRX2045115	SRR4055744
SRX2045116	SRR4055745
SRX2045117	SRR4055746
SRX2045118	SRR4055747
SRX2045119	SRR4055748
SRX2045120	SRR4055749
SRX2045121	SRR4055750
SRX2045122	SRR4055751
SRX2045123	SRR4055752
SRX2045124	SRR4055753
SRX2045125	SRR4055754
SRX2045126	SRR4055755
SRX2045127	SRR4055756
SRX2045128	SRR4055757
SRX2045129	SRR4055758
SRX2045130	SRR4055759
SRX2045131	SRR4055760
SRX2045132	SRR4055761
SRX2045133	SRR4055762
SRX2045134	SRR4055763
SRX2045135	SRR4055764
SRX2045136	SRR4055765
SRX2045137	SRR4055767
SRX2045138	SRR4055768
SRX2045139	SRR4055769
SRX2045140	SRR4055770
SRX2045141	SRR4055771
SRX2045142	SRR4055772
SRX2045143	SRR4055773
SRX2045144	SRR4055774
SRX2045145	SRR4055775
SRX2045146	SRR4055776
SRX2045147	SRR4055777
SRX2045148	SRR4055778
SRX2045149	SRR4055779
SRX2045150	SRR4055780
SRX2045151	SRR4055781
SRX2045152	SRR4055782
SRX2045153	SRR4055783
SRX2045154	SRR4055784
SRX2045155	SRR4055785
SRX2045156	SRR4055786
SRX2045157	SRR4055787
SRX2045158	SRR4055788
SRX2045159	SRR4055789
SRX2045160	SRR4055790
SRX2045161	SRR4055791
SRX2045162	SRR4055792
SRX2045163	SRR4055793
SRX2045164	SRR4055794
SRX2045165	SRR4055795
SRX2045166	SRR4055796
SRX2045167	SRR4055797
SRX2045168	SRR4055798
SRX2045169	SRR4055799
SRX2045170	SRR4055800
SRX2045171	SRR4055801
SRX2045172	SRR4055802
SRX2045173	SRR4055803
SRX2045174	SRR4055804
SRX2045175	SRR4055805
SRX2045176	SRR4055806
SRX2045177	SRR4055807
SRX2045178	SRR4055808
SRX2045179	SRR4055809
SRX2045180	SRR4055810
SRX2045181	SRR4055811
SRX2045182	SRR4055812
SRX2045183	SRR4055813
SRX2045184	SRR4055814
SRX2045185	SRR4055815
SRX2045186	SRR4055816
SRX2045187	SRR4055817
SRX2045188	SRR4055818
SRX2045189	SRR4055819
SRX2045190	SRR4055820
SRX2045191	SRR4055821
SRX2045192	SRR4055822
SRX2045193	SRR4055823
SRX2045194	SRR4055824
SRX2045195	SRR4055825
SRX2045196	SRR4055826
SRX2045197	SRR4055827
SRX2045198	SRR4055828
SRX2045199	SRR4055829
SRX2045200	SRR4055830
SRX2045201	SRR4055831
SRX2045202	SRR4055832
SRX2045203	SRR4055833
SRX2045204	SRR4055834
SRX2045205	SRR4055835
SRX2045206	SRR4055836
SRX2045207	SRR4055837
SRX2045208	SRR4055838
SRX2045209	SRR4055839
SRX2045210	SRR4055840
SRX2045211	SRR4055841
SRX2045212	SRR4055842
SRX2045213	SRR4055843
SRX2045214	SRR4055844
SRX2045215	SRR4055845
SRX2045216	SRR4055846
SRX2045217	SRR4055847
SRX2045218	SRR4055848
SRX2045219	SRR4055849
SRX2045220	SRR4055850
SRX2045221	SRR4055851
SRX2045222	SRR4055852
SRX2045223	SRR4055853
SRX2045224	SRR4055854
SRX2045225	SRR4055855
SRX2045226	SRR4055856
SRX2045227	SRR4055857
SRX2045228	SRR4055858
SRX2045229	SRR4055859
SRX2045230	SRR4055860
SRX2045231	SRR4055861
SRX2045232	SRR4055862
SRX2045233	SRR4055863
SRX2045234	SRR4055864
SRX2045235	SRR4055865
SRX2045236	SRR4055866
SRX2045237	SRR4055867
SRX2045238	SRR4055868
SRX2045239	SRR4055869
SRX2045240	SRR4055870
SRX2045241	SRR4055871
SRX2045242	SRR4055872
SRX2045243	SRR4055873
SRX2045244	SRR4055874
SRX2045245	SRR4055875
SRX2045246	SRR4055876
SRX2045247	SRR4055877
SRX2045248	SRR4055878
SRX2045249	SRR4055879
SRX2045250	SRR4055880
SRX2045251	SRR4055881
SRX2045252	SRR4055882
SRX2045253	SRR4055883
SRX2045254	SRR4055884
SRX2045255	SRR4055885
SRX2045256	SRR4055886
SRX2045257	SRR4055887
SRX2045258	SRR4055888
SRX2045259	SRR4055889
SRX2045260	SRR4055890
SRX2045261	SRR4055891
SRX2045262	SRR4055892
SRX2045263	SRR4055893
SRX2045264	SRR4055894
SRX2045265	SRR4055895
SRX2045266	SRR4055896
SRX2045267	SRR4055897
SRX2045268	SRR4055898
SRX2045269	SRR4055899
SRX2045270	SRR4055900
SRX2045271	SRR4055901
SRX2045272	SRR4055902
SRX2045273	SRR4055904
SRX2045274	SRR4055905
SRX2045275	SRR4055906
SRX2045276	SRR4055907
SRX2045277	SRR4055908
SRX2045278	SRR4055909
SRX2045279	SRR4055910
SRX2045280	SRR4055911
SRX2045281	SRR4055912
SRX2045282	SRR4055913
SRX2045283	SRR4055914
SRX2045284	SRR4055915
SRX2045285	SRR4055916
SRX2045286	SRR4055917
SRX2045287	SRR4055918
SRX2045288	SRR4055919
SRX2045289	SRR4055920
SRX2045290	SRR4055921
SRX2045291	SRR4055922
SRX2045292	SRR4055923
SRX2045293	SRR4055924
SRX2045294	SRR4055925
SRX2045295	SRR4055926
SRX2045296	SRR4055927
SRX2045297	SRR4055928
SRX2045298	SRR4055929
SRX2045299	SRR4055930
SRX2045300	SRR4055931
SRX2045301	SRR4055932
SRX2045302	SRR4055933
SRX2045303	SRR4055934
SRX2045304	SRR4055935
SRX2045305	SRR4055936
SRX2045306	SRR4055937
SRX2045307	SRR4055938
SRX2045308	SRR4055939
SRX2045309	SRR4055940
SRX2045310	SRR4055941
SRX2045311	SRR4055942
SRX2045312	SRR4055943
SRX2045313	SRR4055944
SRX2045314	SRR4055945
SRX2045315	SRR4055946
SRX2045316	SRR4055947
SRX2045317	SRR4055948
SRX2045318	SRR4055949
SRX2045319	SRR4055950
SRX2045320	SRR4055951
SRX2045321	SRR4055952
SRX2045322	SRR4055953
SRX2045323	SRR4055954
SRX2045324	SRR4055955
SRX2045325	SRR4055956
SRX2045326	SRR4055957
SRX2045327	SRR4055958
SRX2045328	SRR4055959
SRX2045329	SRR4055960
SRX2045330	SRR4055961
SRX2045331	SRR4055962
SRX2045332	SRR4055963
SRX2045333	SRR4055964
SRX2045334	SRR4055965
SRX2045335	SRR4055966
SRX2045336	SRR4055967
SRX2045337	SRR4055968
SRX2045338	SRR4055969
SRX2045339	SRR4055970
SRX2045340	SRR4055971
SRX2045341	SRR4055972
SRX2045342	SRR4055973
SRX2045343	SRR4055974
SRX2045344	SRR4055975
SRX2045345	SRR4055976
SRX2045346	SRR4055977
SRX2045347	SRR4055978
SRX2045348	SRR4055979
SRX2045349	SRR4055980
SRX2045350	SRR4055981
SRX2045351	SRR4055982
SRX2045352	SRR4055983
SRX2045353	SRR4055984
SRX2045354	SRR4055985
SRX2045355	SRR4055986
SRX2045356	SRR4055987
SRX2045357	SRR4055988
SRX2045358	SRR4055989
SRX2045359	SRR4055990
SRX2045360	SRR4055991
SRX2045361	SRR4055992
SRX2045362	SRR4055993
SRX2045363	SRR4055994
SRX2045364	SRR4055995
SRX2045365	SRR4055996
SRX2045366	SRR4055997
SRX2045367	SRR4055998
SRX2045368	SRR4055999
SRX2045369	SRR4056000
SRX2045370	SRR4056001
SRX2045371	SRR4056002
SRX2045372	SRR4056003
SRX2045373	SRR4056004
SRX2045374	SRR4056005
SRX2045375	SRR4056006
SRX2045376	SRR4056007
SRX2045377	SRR4056008
SRX2045378	SRR4056009
SRX2045379	SRR4056010
SRX2045380	SRR4056011
SRX2045381	SRR4056012
SRX2045382	SRR4056013
SRX2045383	SRR4056014
SRX2045384	SRR4056015
SRX2045385	SRR4056016
SRX2045386	SRR4056018
SRX2045387	SRR4056019
SRX2045388	SRR4056020
SRX2045389	SRR4056021
SRX2045390	SRR4056022
SRX2045391	SRR4056023
SRX2045392	SRR4056024
SRX2045393	SRR4056025
SRX2045394	SRR4056026
SRX2045395	SRR4056027
SRX2045396	SRR4056028
SRX2045397	SRR4056029
SRX2045398	SRR4056030
SRX2045399	SRR4056031
SRX2045400	SRR4056032
SRX2045401	SRR4056033
SRX2045402	SRR4056034
SRX2045403	SRR4056035
SRX2045404	SRR4056036
SRX2045405	SRR4056037
SRX2045406	SRR4056038
SRX2045407	SRR4056039
SRX2045408	SRR4056040
SRX2045409	SRR4056041
SRX2045410	SRR4056042
SRX2045411	SRR4056043
SRX2045412	SRR4056044
SRX2045413	SRR4056045
SRX2045414	SRR4056046
SRX2045415	SRR4056047
SRX2045416	SRR4056048
SRX2045417	SRR4056049
SRX2045418	SRR4056050
SRX2045419	SRR4056051
SRX2045420	SRR4056052
SRX2045421	SRR4056053
SRX2045422	SRR4056054
SRX2045423	SRR4056055
SRX2045424	SRR4056056
SRX2045425	SRR4056057
SRX2045426	SRR4056058
SRX2045427	SRR4056059
SRX2045428	SRR4056060
SRX2045429	SRR4056061
SRX2045430	SRR4056062
SRX2045431	SRR4056063
SRX2045432	SRR4056064
SRX2045433	SRR4056065
SRX2045434	SRR4056066
SRX2045435	SRR4056067
