#Experiment_s	Run_s
SRX1082065	SRR2088096
SRX1082621	SRR2088652
SRX1082622	SRR2088653
SRX1082623	SRR2088654
SRX1082624	SRR2088655
SRX1082625	SRR2088656
SRX1082626	SRR2088657
SRX1082627	SRR2088658
SRX1082628	SRR2088659
SRX1082629	SRR2088660
SRX1082630	SRR2088661
SRX1082631	SRR2088662
SRX1082632	SRR2088663
SRX1082633	SRR2088664
SRX1082634	SRR2088665
SRX1082635	SRR2088666
SRX1082636	SRR2088667
SRX1082637	SRR2088668
SRX1082638	SRR2088669
SRX1082639	SRR2088670
SRX1082640	SRR2088671
SRX1082641	SRR2088672
SRX1082642	SRR2088673
SRX1082643	SRR2088674
SRX1082644	SRR2088675
SRX1082645	SRR2088676
SRX1082646	SRR2088677
SRX1082647	SRR2088678
SRX1082648	SRR2088679
SRX1082649	SRR2088680
SRX1082650	SRR2088681
SRX1082651	SRR2088682
SRX1082652	SRR2088683
SRX1082653	SRR2088684
SRX1082654	SRR2088685
SRX1082655	SRR2088686
SRX1082656	SRR2088687
SRX1082657	SRR2088688
SRX1082658	SRR2088689
SRX1082659	SRR2088690
SRX1082660	SRR2088691
SRX1082661	SRR2088692
SRX1082662	SRR2088693
SRX1082663	SRR2088694
SRX1082664	SRR2088695
SRX1082665	SRR2088696
SRX1082666	SRR2088697
SRX1082667	SRR2088698
SRX1082668	SRR2088699
SRX1082669	SRR2088700
SRX1082670	SRR2088701
SRX1082671	SRR2088702
SRX1082672	SRR2088703
SRX1082673	SRR2088704
SRX1082674	SRR2088705
SRX1082675	SRR2088706
SRX1082676	SRR2088707
SRX1082677	SRR2088708
SRX1082678	SRR2088709
SRX1082679	SRR2088710
SRX1082680	SRR2088711
SRX1082681	SRR2088712
SRX1082682	SRR2088713
SRX1082683	SRR2088714
SRX1082684	SRR2088715
SRX1082685	SRR2088716
SRX1082686	SRR2088717
SRX1082687	SRR2088718
SRX1082688	SRR2088719
SRX1082689	SRR2088720
SRX1082690	SRR2088721
SRX1082691	SRR2088722
SRX1082237	SRR2088268
SRX1082238	SRR2088269
SRX1082239	SRR2088270
SRX1082240	SRR2088271
SRX1082241	SRR2088272
SRX1082242	SRR2088273
SRX1082243	SRR2088274
SRX1082244	SRR2088275
SRX1082245	SRR2088276
SRX1082247	SRR2088278
SRX1082248	SRR2088279
SRX1082249	SRR2088280
SRX1082250	SRR2088281
SRX1082251	SRR2088282
SRX1082252	SRR2088283
SRX1082253	SRR2088284
SRX1082254	SRR2088285
SRX1082255	SRR2088286
SRX1082256	SRR2088287
SRX1082257	SRR2088288
SRX1082258	SRR2088289
SRX1082259	SRR2088290
SRX1082260	SRR2088291
SRX1082261	SRR2088292
SRX1082262	SRR2088293
SRX1082263	SRR2088294
SRX1082264	SRR2088295
SRX1082265	SRR2088296
SRX1082266	SRR2088297
SRX1082267	SRR2088298
SRX1082268	SRR2088299
SRX1082269	SRR2088300
SRX1082270	SRR2088301
SRX1082272	SRR2088303
SRX1082273	SRR2088304
SRX1082274	SRR2088305
SRX1082275	SRR2088306
SRX1082276	SRR2088307
SRX1082277	SRR2088308
SRX1082278	SRR2088309
SRX1082279	SRR2088310
SRX1082280	SRR2088311
SRX1082281	SRR2088312
SRX1082282	SRR2088313
SRX1082283	SRR2088314
SRX1082284	SRR2088315
SRX1082285	SRR2088316
SRX1082286	SRR2088317
SRX1082287	SRR2088318
SRX1082288	SRR2088319
SRX1082289	SRR2088320
SRX1082290	SRR2088321
SRX1082291	SRR2088322
SRX1082292	SRR2088323
SRX1082293	SRR2088324
SRX1082294	SRR2088325
SRX1082295	SRR2088326
SRX1082296	SRR2088327
SRX1082297	SRR2088328
SRX1082299	SRR2088330
SRX1082300	SRR2088331
SRX1082301	SRR2088332
SRX1082302	SRR2088333
SRX1082303	SRR2088334
SRX1082304	SRR2088335
SRX1082305	SRR2088336
SRX1082306	SRR2088337
SRX1082307	SRR2088338
SRX1082308	SRR2088339
SRX1082309	SRR2088340
SRX1082310	SRR2088341
SRX1082311	SRR2088342
SRX1082312	SRR2088343
SRX1082313	SRR2088344
SRX1082314	SRR2088345
SRX1082315	SRR2088346
SRX1082316	SRR2088347
SRX1082317	SRR2088348
SRX1082318	SRR2088349
SRX1082319	SRR2088350
SRX1082320	SRR2088351
SRX1082321	SRR2088352
SRX1082322	SRR2088353
SRX1082323	SRR2088354
SRX1082324	SRR2088355
SRX1082325	SRR2088356
SRX1082326	SRR2088357
SRX1082327	SRR2088358
SRX1082328	SRR2088359
SRX1082329	SRR2088360
SRX1082330	SRR2088361
SRX1082331	SRR2088362
SRX1082332	SRR2088363
SRX1082333	SRR2088364
SRX1082335	SRR2088366
SRX1082336	SRR2088367
SRX1082337	SRR2088368
SRX1082338	SRR2088369
SRX1082339	SRR2088370
SRX1082340	SRR2088371
SRX1082341	SRR2088372
SRX1082342	SRR2088373
SRX1082343	SRR2088374
SRX1082344	SRR2088375
SRX1082345	SRR2088376
SRX1082346	SRR2088377
SRX1082347	SRR2088378
SRX1082348	SRR2088379
SRX1082349	SRR2088380
SRX1082350	SRR2088381
SRX1082351	SRR2088382
SRX1082352	SRR2088383
SRX1082353	SRR2088384
SRX1082354	SRR2088385
SRX1082355	SRR2088386
SRX1082356	SRR2088387
SRX1082357	SRR2088388
SRX1082358	SRR2088389
SRX1082360	SRR2088391
SRX1082361	SRR2088392
SRX1082362	SRR2088393
SRX1082363	SRR2088394
SRX1082364	SRR2088395
SRX1082365	SRR2088396
SRX1082366	SRR2088397
SRX1082367	SRR2088398
SRX1082368	SRR2088399
SRX1082369	SRR2088400
SRX1082370	SRR2088401
SRX1082371	SRR2088402
SRX1082372	SRR2088403
SRX1082373	SRR2088404
SRX1082374	SRR2088405
SRX1082375	SRR2088406
SRX1082376	SRR2088407
SRX1082377	SRR2088408
SRX1082378	SRR2088409
SRX1082379	SRR2088410
SRX1082380	SRR2088411
SRX1082381	SRR2088412
SRX1082382	SRR2088413
SRX1082383	SRR2088414
SRX1082384	SRR2088415
SRX1082385	SRR2088416
SRX1082386	SRR2088417
SRX1082387	SRR2088418
SRX1082388	SRR2088419
SRX1082389	SRR2088420
SRX1082391	SRR2088422
SRX1082392	SRR2088423
SRX1082393	SRR2088424
SRX1082394	SRR2088425
SRX1082395	SRR2088426
SRX1082396	SRR2088427
SRX1082397	SRR2088428
SRX1082398	SRR2088429
SRX1082399	SRR2088430
SRX1082400	SRR2088431
SRX1082401	SRR2088432
SRX1082402	SRR2088433
SRX1082403	SRR2088434
SRX1082404	SRR2088435
SRX1082405	SRR2088436
SRX1082406	SRR2088437
SRX1082407	SRR2088438
SRX1082408	SRR2088439
SRX1082409	SRR2088440
SRX1082410	SRR2088441
SRX1082411	SRR2088442
SRX1082412	SRR2088443
SRX1082413	SRR2088444
SRX1082414	SRR2088445
SRX1082415	SRR2088446
SRX1082416	SRR2088447
SRX1082418	SRR2088449
SRX1082419	SRR2088450
SRX1082420	SRR2088451
SRX1082421	SRR2088452
SRX1082422	SRR2088453
SRX1082423	SRR2088454
SRX1082424	SRR2088455
SRX1082425	SRR2088456
SRX1082426	SRR2088457
SRX1082427	SRR2088458
SRX1082428	SRR2088459
SRX1082526	SRR2088557
SRX1082527	SRR2088558
SRX1082530	SRR2088561
SRX1082533	SRR2088564
SRX1082534	SRR2088565
SRX1082535	SRR2088566
SRX1082536	SRR2088567
SRX1082537	SRR2088568
SRX1082538	SRR2088569
SRX1082539	SRR2088570
SRX1082540	SRR2088571
SRX1082541	SRR2088572
SRX1082542	SRR2088573
SRX1082543	SRR2088574
SRX1082544	SRR2088575
SRX1082545	SRR2088576
SRX1082546	SRR2088577
SRX1082547	SRR2088578
SRX1082548	SRR2088579
SRX1082549	SRR2088580
SRX1082550	SRR2088581
SRX1082551	SRR2088582
SRX1082552	SRR2088583
SRX1082044	SRR2088075
SRX1082045	SRR2088076
SRX1082046	SRR2088077
SRX1082047	SRR2088078
SRX1082048	SRR2088079
SRX1082049	SRR2088080
SRX1082050	SRR2088081
SRX1082051	SRR2088082
SRX1082052	SRR2088083
SRX1082053	SRR2088084
SRX1082054	SRR2088085
SRX1082055	SRR2088086
SRX1082056	SRR2088087
SRX1082057	SRR2088088
SRX1082058	SRR2088089
SRX1082059	SRR2088090
SRX1082060	SRR2088091
SRX1082061	SRR2088092
SRX1082062	SRR2088093
SRX1082063	SRR2088094
SRX1082064	SRR2088095
SRX1082066	SRR2088097
SRX1082067	SRR2088098
SRX1082068	SRR2088099
SRX1082069	SRR2088100
SRX1082070	SRR2088101
SRX1082071	SRR2088102
SRX1082072	SRR2088103
SRX1082073	SRR2088104
SRX1082074	SRR2088105
SRX1082075	SRR2088106
SRX1082076	SRR2088107
SRX1082077	SRR2088108
SRX1082078	SRR2088109
SRX1082079	SRR2088110
SRX1082080	SRR2088111
SRX1082081	SRR2088112
SRX1082082	SRR2088113
SRX1082083	SRR2088114
SRX1082084	SRR2088115
SRX1082085	SRR2088116
SRX1082086	SRR2088117
SRX1082087	SRR2088118
SRX1082088	SRR2088119
SRX1082089	SRR2088120
SRX1082090	SRR2088121
SRX1082091	SRR2088122
SRX1082092	SRR2088123
SRX1082093	SRR2088124
SRX1082094	SRR2088125
SRX1082095	SRR2088126
SRX1082096	SRR2088127
SRX1082098	SRR2088129
SRX1082099	SRR2088130
SRX1082100	SRR2088131
SRX1082101	SRR2088132
SRX1082102	SRR2088133
SRX1082103	SRR2088134
SRX1082104	SRR2088135
SRX1082105	SRR2088136
SRX1082106	SRR2088137
SRX1082107	SRR2088138
SRX1082108	SRR2088139
SRX1082109	SRR2088140
SRX1082110	SRR2088141
SRX1082111	SRR2088142
SRX1082112	SRR2088143
SRX1082113	SRR2088144
SRX1082114	SRR2088145
SRX1082115	SRR2088146
SRX1082116	SRR2088147
SRX1082117	SRR2088148
SRX1082118	SRR2088149
SRX1082119	SRR2088150
SRX1082120	SRR2088151
SRX1082121	SRR2088152
SRX1082123	SRR2088154
SRX1082124	SRR2088155
SRX1082125	SRR2088156
SRX1082126	SRR2088157
SRX1082127	SRR2088158
SRX1082128	SRR2088159
SRX1082129	SRR2088160
SRX1082130	SRR2088161
SRX1082131	SRR2088162
SRX1082132	SRR2088163
SRX1082133	SRR2088164
SRX1082134	SRR2088165
SRX1082135	SRR2088166
SRX1082136	SRR2088167
SRX1082137	SRR2088168
SRX1082138	SRR2088169
SRX1082139	SRR2088170
SRX1082140	SRR2088171
SRX1082141	SRR2088172
SRX1082142	SRR2088173
SRX1082143	SRR2088174
SRX1082144	SRR2088175
SRX1082145	SRR2088176
SRX1082146	SRR2088177
SRX1082147	SRR2088178
SRX1082149	SRR2088180
SRX1082150	SRR2088181
SRX1082151	SRR2088182
SRX1082152	SRR2088183
SRX1082153	SRR2088184
SRX1082154	SRR2088185
SRX1082155	SRR2088186
SRX1082156	SRR2088187
SRX1082157	SRR2088188
SRX1082158	SRR2088189
SRX1082159	SRR2088190
SRX1082160	SRR2088191
SRX1082161	SRR2088192
SRX1082162	SRR2088193
SRX1082163	SRR2088194
SRX1082164	SRR2088195
SRX1082165	SRR2088196
SRX1082166	SRR2088197
SRX1082167	SRR2088198
SRX1082168	SRR2088199
SRX1082169	SRR2088200
SRX1082170	SRR2088201
SRX1082171	SRR2088202
SRX1082172	SRR2088203
SRX1082173	SRR2088204
SRX1082175	SRR2088206
SRX1082176	SRR2088207
SRX1082177	SRR2088208
SRX1082178	SRR2088209
SRX1082179	SRR2088210
SRX1082180	SRR2088211
SRX1082181	SRR2088212
SRX1082182	SRR2088213
SRX1082183	SRR2088214
SRX1082184	SRR2088215
SRX1082185	SRR2088216
SRX1082186	SRR2088217
SRX1082187	SRR2088218
SRX1082188	SRR2088219
SRX1082189	SRR2088220
SRX1082190	SRR2088221
SRX1082191	SRR2088222
SRX1082192	SRR2088223
SRX1082193	SRR2088224
SRX1082194	SRR2088225
SRX1082196	SRR2088227
SRX1082197	SRR2088228
SRX1082198	SRR2088229
SRX1082199	SRR2088230
SRX1082200	SRR2088231
SRX1082201	SRR2088232
SRX1082202	SRR2088233
SRX1082203	SRR2088234
SRX1082204	SRR2088235
SRX1082205	SRR2088236
SRX1082206	SRR2088237
SRX1082207	SRR2088238
SRX1082208	SRR2088239
SRX1082209	SRR2088240
SRX1082210	SRR2088241
SRX1082211	SRR2088242
SRX1082212	SRR2088243
SRX1082213	SRR2088244
SRX1082214	SRR2088245
SRX1082215	SRR2088246
SRX1082216	SRR2088247
SRX1082217	SRR2088248
SRX1082218	SRR2088249
SRX1082219	SRR2088250
SRX1082220	SRR2088251
SRX1082222	SRR2088253
SRX1082223	SRR2088254
SRX1082224	SRR2088255
SRX1082225	SRR2088256
SRX1082226	SRR2088257
SRX1082227	SRR2088258
SRX1082228	SRR2088259
SRX1082229	SRR2088260
SRX1082230	SRR2088261
SRX1082231	SRR2088262
SRX1082232	SRR2088263
SRX1082233	SRR2088264
SRX1082234	SRR2088265
SRX1082235	SRR2088266
SRX1082236	SRR2088267
